"Test Article Name","Study Conclusion","Trial Result","Microsomal Activation Used",Protocol,"Study View",CASRN,"NTP Study ID"
Malaoxon,Positive,Positive,Nonactivation,"566519.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566519.sift)","002-02380-0019-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0019-0000-5)"," 1634-78-2",566519
Malathion,Equivocal,Negative,"Induced S9","911111.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/911111.sift)","002-02380-0020-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0020-0000-7)"," 121-75-5",911111
Malathion,Equivocal,Equivocal,Nonactivation,"911111.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/911111.sift)","002-02380-0020-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0020-0000-7)"," 121-75-5",911111
Malathion,Equivocal,Inconclusive,Nonactivation,"911111.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/911111.sift)","002-02380-0020-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0020-0000-7)"," 121-75-5",911111
Malathion,Equivocal,Negative,Nonactivation,"911111.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/911111.sift)","002-02380-0020-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0020-0000-7)"," 121-75-5",911111
Malathion,Equivocal,Positive,Nonactivation,"911111.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/911111.sift)","002-02380-0020-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0020-0000-7)"," 121-75-5",911111
"Malonaldehyde, sodium salt",Positive,Positive,Nonactivation,"398708.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/398708.sift)","002-02385-0009-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02385-0009-0000-9)"," 24382-04-5",398708
Melamine,Negative,"Negative and Non-Toxic","Induced S9","091419.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/091419.sift)","002-02393-0010-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02393-0010-0000-0)"," 108-78-1",091419
Melamine,Negative,"Negative and Non-Toxic",Nonactivation,"091419.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/091419.sift)","002-02393-0010-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02393-0010-0000-0)"," 108-78-1",091419
"Mercuric chloride",Positive,Positive,Nonactivation,"289120.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/289120.sift)","002-02398-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02398-0009-0000-3)"," 7487-94-7",289120
"Methapyrilene hydrochloride",Negative,Negative,"Induced S9","860299.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/860299.sift)","002-02417-0010-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02417-0010-0000-7)"," 135-23-9",860299
"Methapyrilene hydrochloride",Negative,Negative,Nonactivation,"860299.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/860299.sift)","002-02417-0010-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02417-0010-0000-7)"," 135-23-9",860299
"Ethylene glycol",Negative,"Negative and Non-Toxic","Induced S9","062928.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/062928.sift)","002-02158-0010-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02158-0010-0000-9)"," 107-21-1",062928
"Ethylene glycol",Negative,Equivocal,Nonactivation,"062928.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/062928.sift)","002-02158-0010-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02158-0010-0000-9)"," 107-21-1",062928
"Ethylene glycol",Negative,"Negative and Non-Toxic",Nonactivation,"062928.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/062928.sift)","002-02158-0010-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02158-0010-0000-9)"," 107-21-1",062928
"Ethylene glycol",Negative,Positive,Nonactivation,"062928.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/062928.sift)","002-02158-0010-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02158-0010-0000-9)"," 107-21-1",062928
"Ethylene glycol monoethyl ether",Negative,Equivocal,"Induced S9","075881.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/075881.sift)","002-02161-0024-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02161-0024-0000-8)"," 110-80-5",075881
"Ethylene glycol monoethyl ether",Negative,"Negative and Non-Toxic","Induced S9","075881.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/075881.sift)","002-02161-0024-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02161-0024-0000-8)"," 110-80-5",075881
"Ethylene glycol monoethyl ether",Negative,"Negative and Non-Toxic",Nonactivation,"075881.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/075881.sift)","002-02161-0024-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02161-0024-0000-8)"," 110-80-5",075881
"Ethylene thiourea",Positive,Positive,"Induced S9","669405.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/669405.sift)","002-02165-0012-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02165-0012-0000-9)"," 96-45-7",669405
"Ethylene thiourea",Positive,"Negative and Non-Toxic",Nonactivation,"669405.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/669405.sift)","002-02165-0012-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02165-0012-0000-9)"," 96-45-7",669405
Eugenol,Positive,Positive,Nonactivation,"134323.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/134323.sift)","002-02170-0011-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02170-0011-0000-4)"," 97-53-0",134323
"FD & C yellow no. 6",Positive,"Negative and Non-Toxic","Induced S9","030453.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/030453.sift)","002-02171-0010-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02171-0010-0000-4)"," 2783-94-0",030453
"FD & C yellow no. 6",Positive,Positive,"Induced S9","030453.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/030453.sift)","002-02171-0010-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02171-0010-0000-4)"," 2783-94-0",030453
"FD & C yellow no. 6",Positive,"Negative and Non-Toxic",Nonactivation,"030453.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/030453.sift)","002-02171-0010-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02171-0010-0000-4)"," 2783-94-0",030453
Fenaminosulf,Positive,Inconclusive,"Induced S9","321970.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/321970.sift)","002-02189-0008-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02189-0008-0000-0)"," 140-56-7",321970
Fenaminosulf,Positive,Positive,"Induced S9","321970.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/321970.sift)","002-02189-0008-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02189-0008-0000-0)"," 140-56-7",321970
Fenaminosulf,Positive,Inconclusive,Nonactivation,"321970.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/321970.sift)","002-02189-0008-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02189-0008-0000-0)"," 140-56-7",321970
Fenaminosulf,Positive,Negative,Nonactivation,"321970.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/321970.sift)","002-02189-0008-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02189-0008-0000-0)"," 140-56-7",321970
"Ferric chloride",Negative,"Negative and Non-Toxic","Induced S9","111711.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/111711.sift)","002-02177-0001-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02177-0001-0000-0)"," 7705-08-0",111711
"Ferric chloride",Negative,"Negative and Non-Toxic",Nonactivation,"111711.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/111711.sift)","002-02177-0001-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02177-0001-0000-0)"," 7705-08-0",111711
Fluometuron,Negative,Negative,"Induced S9","134145.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/134145.sift)","002-02180-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02180-0008-0000-1)"," 2164-17-2",134145
Fluometuron,Negative,Negative,Nonactivation,"134145.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/134145.sift)","002-02180-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02180-0008-0000-1)"," 2164-17-2",134145
Furan,Positive,Inconclusive,Nonactivation,"048853.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/048853.sift)","002-02193-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02193-0010-0000-8)"," 110-00-9",048853
Furan,Positive,Positive,Nonactivation,"048853.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/048853.sift)","002-02193-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02193-0010-0000-8)"," 110-00-9",048853
Furfural,Positive,Positive,Nonactivation,"686415.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/686415.sift)","002-02194-0015-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02194-0015-0000-4)"," 98-01-1",686415
Furosemide,Positive,Positive,"Induced S9","219163.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/219163.sift)","002-02197-0010-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02197-0010-0000-2)"," 54-31-9",219163
Furosemide,Positive,Equivocal,Nonactivation,"219163.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/219163.sift)","002-02197-0010-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02197-0010-0000-2)"," 54-31-9",219163
Furosemide,Positive,Rejected,Nonactivation,"219163.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/219163.sift)","002-02197-0010-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02197-0010-0000-2)"," 54-31-9",219163
"Geranyl acetate",Positive,"Negative and Non-Toxic","Induced S9","340860.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/340860.sift)","002-02202-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02202-0011-0000-0)"," 105-87-3",340860
"Geranyl acetate",Positive,Positive,"Induced S9","340860.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/340860.sift)","002-02202-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02202-0011-0000-0)"," 105-87-3",340860
"Geranyl acetate",Positive,Equivocal,Nonactivation,"340860.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/340860.sift)","002-02202-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02202-0011-0000-0)"," 105-87-3",340860
"Geranyl acetate",Positive,"Negative and Non-Toxic",Nonactivation,"340860.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/340860.sift)","002-02202-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02202-0011-0000-0)"," 105-87-3",340860
Glutaraldehyde,Positive,Positive,Nonactivation,"558174.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/558174.sift)","002-02208-0023-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02208-0023-0000-9)"," 111-30-8",558174
Glycidol,Positive,Positive,Nonactivation,"036941.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/036941.sift)","002-02212-0021-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02212-0021-0000-2)"," 556-52-5",036941
"HC blue 1",Positive,Inconclusive,Nonactivation,"990529.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/990529.sift)","002-02229-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02229-0010-0000-8)"," 2784-94-3",990529
"HC blue 1",Positive,Positive,Nonactivation,"990529.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/990529.sift)","002-02229-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02229-0010-0000-8)"," 2784-94-3",990529
"HC blue 2",Positive,Inconclusive,Nonactivation,"880283.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/880283.sift)","002-02230-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02230-0009-0000-8)"," 33229-34-4",880283
"HC blue 2",Positive,Positive,Nonactivation,"880283.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/880283.sift)","002-02230-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02230-0009-0000-8)"," 33229-34-4",880283
"HC red 3",Positive,Positive,Nonactivation,"063330.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/063330.sift)","002-02231-0008-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02231-0008-0000-8)"," 2871-01-4",063330
"Hamamelis water",Negative,"Negative and Non-Toxic","Induced S9","096580.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/096580.sift)","002-02235-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02235-0008-0000-2)"," 68916-39-2",096580
"Hamamelis water",Negative,"Negative and Non-Toxic",Nonactivation,"096580.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/096580.sift)","002-02235-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02235-0008-0000-2)"," 68916-39-2",096580
Heptachlor,Positive,Negative,Nonactivation,"466460.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/466460.sift)","002-02237-0011-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02237-0011-0000-8)"," 76-44-8",466460
Heptachlor,Positive,Positive,Nonactivation,"466460.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/466460.sift)","002-02237-0011-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02237-0011-0000-8)"," 76-44-8",466460
Hexamethylphosphoramide,Positive,Positive,"Induced S9","304965.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/304965.sift)","002-02254-0006-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02254-0006-0000-1)"," 680-31-9",304965
Hexamethylphosphoramide,Positive,"Negative and Non-Toxic",Nonactivation,"304965.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/304965.sift)","002-02254-0006-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02254-0006-0000-1)"," 680-31-9",304965
Hydrochlorothiazide,Positive,Positive,Nonactivation,"573028.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/573028.sift)","002-02268-0011-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02268-0011-0000-2)"," 58-93-5",573028
Hydroquinone,Positive,,"Induced S9","327913.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/327913.sift)","002-02269-0010-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02269-0010-0000-2)"," 123-31-9",327913
Hydroquinone,Positive,Positive,Nonactivation,"327913.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/327913.sift)","002-02269-0010-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02269-0010-0000-2)"," 123-31-9",327913
Hydroquinone,Positive,,Nonactivation,"327913.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/327913.sift)","002-02269-0010-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02269-0010-0000-2)"," 123-31-9",327913
"Hydroxylamine hydrochloride",Positive,Positive,"Induced S9","681110.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/681110.sift)","002-02273-0002-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02273-0002-0000-8)"," 5470-11-1",681110
"Hydroxylamine hydrochloride",Positive,Positive,Nonactivation,"681110.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/681110.sift)","002-02273-0002-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02273-0002-0000-8)"," 5470-11-1",681110
"Hydroxylamine hydrochloride",Positive,Equivocal,"Induced S9","815630.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/815630.sift)","002-02273-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02273-0003-0000-9)"," 5470-11-1",815630
"Hydroxylamine hydrochloride",Positive,Negative,"Induced S9","815630.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/815630.sift)","002-02273-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02273-0003-0000-9)"," 5470-11-1",815630
"Hydroxylamine hydrochloride",Positive,Positive,"Induced S9","815630.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/815630.sift)","002-02273-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02273-0003-0000-9)"," 5470-11-1",815630
"Hydroxylamine hydrochloride",Positive,"No Call",Nonactivation,"815630.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/815630.sift)","002-02273-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02273-0003-0000-9)"," 5470-11-1",815630
"Hydroxylamine hydrochloride",Positive,Positive,Nonactivation,"815630.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/815630.sift)","002-02273-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02273-0003-0000-9)"," 5470-11-1",815630
"Iodinated glycerol",Positive,Positive,Nonactivation,"616705.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/616705.sift)","002-02288-0010-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02288-0010-0000-3)"," 5634-39-9",616705
"Iron dextran",Negative,Inconclusive,"Induced S9","490892.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/490892.sift)","002-02298-0001-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02298-0001-0000-4)"," 9004-66-4",490892
"Iron dextran",Negative,"Negative and Non-Toxic","Induced S9","490892.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/490892.sift)","002-02298-0001-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02298-0001-0000-4)"," 9004-66-4",490892
"Iron dextran",Negative,Positive,"Induced S9","490892.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/490892.sift)","002-02298-0001-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02298-0001-0000-4)"," 9004-66-4",490892
